,title,description,source,job-id,ar-chars
12869,مدير مطاعم وجبات سريعة (فاست فوود) - التجمع الخامس - القاهرة,مدير فرع (فاست فود) المتطلبات الوظيفية السن (2 -40) خبرة (3-5 سنوات) في مجال الفاست فود في نفس التايل الوظيفي ويفضل ان يكون على دراية تامه بالاكلات السورية القدرة علي التعامل مع الشكاوي والمشاكل الطارئة بحرفية شخصية قيادية حاصل على دورات تدريبية خاصة الهيجيين والهاسب التمتع بمهارات قيادية يجيد التعامل مع برامج Simple Touch المميزات حوافز تيبس تدربيات مهنية ومهارات تواصل تأمينات اجتماعية وصحية ووميزات اخري - 3 سنوات خبرة على الأقل - مؤهل عالي - سياحة وضيافة,forsana,235848,True
12870,كيميائى جودة (يشترط خريجي علوم قسم كيمياء ) - السادس من اكتوبر - الجيزة,-حديث التخرج شرط اساسي الحصول على بكالوريوس علوم - يشترط القدرة على العمل في ورديات- المواصلات تشمل نقاط تجمع تغطي محافظتي الجيزة و القاهرة.- المسئوليات: - عمل الفحوصات والاختبارات لكافة المواد الخام الواردة للمخازن- متابعة المنتج فى جميع مراحل الانتاج للتاكد من مطابقتة للمواصفات القياسية-المشاركة فى تخفيض نسب الهالك الاجمالى والمرتجعات -الاشتراك مع الادارات المختصة فى ازالة اسباب شكاوى العملاء-التأكد من ان الخامات المستخدمة مطابقة -التاكد من عمليات التشغيل تتم بصوة سليمة من خلال فحص العينات- عمل التقارير التى تفيد ماسبق ذكرة- متابعة نسبة الهالك والعمل على تقليلها - متابعة حالات عدم المطابقة والعمل على تقليلها - الالتزام بسياسات وإجراءات ومعايير الشركة.- رفع تقرير عن الامور المتعلقة بالجودة فوراً الى المشرف أو مدير-المساهمة بطرح الأفكار التي من شأنها تحسين خدماتنا وجودة المنتج - سنتان خبرة على الأكثر - مؤهل عالي - طب وصيدلة,forsana,235846,True
12871,محضر طلبات (ذكور) - التجمع الخامس - القاهرة,-موظفين دسبتشر (محضر طلبات)الشروط السن من 20_35 يفضل خريجين يفضل خبرة (مطاعم فاست فود) يفضل قرب السكن من المهندسين والشيخ زايد الشيفت ١٠ ساعات المزايا يوجد تأمينات (اجتماعية-صحية) يوجد وجبات للموظفين يوجد سكن للمغتربين فرص سريعة للترقيات - سنة خبرة على الأقل - مؤهل عالي - سياحة وضيافة,forsana,235844,True
12872,محضر طلبات (ذكور) - الشيخ زايد - الجيزة,موظفين دسبتشر (محضر طلبات)الشروط السن من 20_35 يفضل خريجين يفضل خبرة (مطاعم فاست فود) يفضل قرب السكن من المهندسين والشيخ زايد الشيفت ١٠ ساعات المزايا يوجد تأمينات (اجتماعية-صحية) يوجد وجبات للموظفين يوجد سكن للمغتربين فرص سريعة للترقيات - سنة خبرة على الأقل - مؤهل عالي - سياحة وضيافة,forsana,235843,True
12873,فنى كهرباء - مدينة العبور - القاهرة,- سنتان- 4 سنوات خبرة - ثانوية فنية نظام ٣ سنوات (متوسط) - حرف,forsana,235842,True
12874,مسؤول مبيعات داخلية (كاجول رجالي) - ميت غمر - ميت غمر - الدقهلية,-مسؤولين مبيعات داخليه يشترط حسن المظهر و اللباقة.-خبره في مجال مبيعات سنة على الاقل ويرحب بحديثي التخرج.-اجور ثابته مجزيه بالاضافة الي عمولات بيع و حوافز و بدلات. - 3 سنوات خبرة على الأكثر - مؤهل عالي - تسويق ومبيعات,forsana,235841,True
12875,كهرباء كنترول - مدينة نصر - القاهرة,فنى كهرباء كنترول حاصل على معهد عالى تخصص كهرباء السن لا يزيد عن 30 عام يفضل من سكان القاهره الكبرى - سنة- 5 سنوات خبرة - ثانوية فنية نظام ٣ سنوات (متوسط) - حرف,forsana,235840,True
12876,مسئول تسويق و مبيعات عقارية - المهندسين - الجيزة,- موظف او موظفة خبرة فى التسويق والمبيعات بمجال العقارات. - يوجد مرتبات أساسية تحدد حسب الخبرة. - 5- 15 سنة خبرة - مؤهل عالي - تسويق ومبيعات,forsana,235839,True
12877,مشرف مبيعات تجاري-المرج - الزاوية الحمراء - القاهرة,"شركة العربية جروب "" كبرى شركات الأجهزة الكهربائية"" ""مشرف مبيعات تجارى""مكان العمل : المرج - أحد معارض الشركة "" داخلى وخارجى "" ""يتم تغطية كافة الإنتقالات من المعرض إلى العملاء فى حالة زيارة العملاء"" وصف الوظيفة :- الإشراف على فريق المبيعات التجارى- التواصل مع العملاء الخارجيين فى نطاق القاهره وفتح أسواق خارجية.- اعداد وتقديم تقارير الأداء والمبيعاتالمطلوب :الخبرة المطلوبة : 3 - 5 سنوات فى مجال المبيعات - خبرة كمشرف مبيعاتالمؤهل : مؤهل عالىالحد الأقصى للسن : 37مميزات الوظيفة :-تأمين طبى ( أفضل الشبكات الطبية )-عمولة جيدة على المبيعات - يتم توفير بدل وجبة -فرصة أفضل للترقى - 3- 5 سنوات خبرة - مؤهل عالي - تسويق ومبيعات",forsana,235837,True
12878,امين مخزن - داخل المعرض - السلام - القاهرة,إستقبال الأصناف الواردة للمخازن وفحصها ظاهريا والتأكد من أنها مطابقة لطلبات الشراء بمخزن إستقبال الواردات . المحافظة على المظهر العام للمخازن بترتيب ورص المخزون حسب المساحات المخزنية المتاحة ووضع كارت تمييز لكل صنف لتيسير الوصول اليه. المحافظة على المخزون داخل المواقع التخزينية من التلف أوالضياع .متابعة الأرصدة الموجودة في عهدته وجردها اسبوعيا للتأكد من صحة الارصدة وتسليم الجرد لرئيسه المباشر . استلام الكميات المرتجعة من العملاء و تخزينها فالمرتجعات المحافظة على التخطيط الداخلى للمخازن وعدم التخزين بالممرات أو امام وسائل الاطفاء لسهولة إستخدامها . تدريب العاملين لمساعدته وللمحافظة على المخزون داخل المواقع التخزينية والمحافظة على نظافة المخازن . العمل بروح الفريق والتعاون لانجاز العمل المطلوب وإتباع تعليمات رئيسه المباشر . - سنة- 3 سنوات خبرة - مؤهل عالي - اعمال ادارية,forsana,235836,True
12879,مسئول مبيعات داخلية - الزاوية الحمراء - القاهرة,"مكان العمل : المرج "" أحد معارض الشركة ""المؤهلات المطلوبة : مؤهل عالىحد أقصى للسن : 32 سنةيشترط السكن بالقرب من المرج-خبرة جيدة فى المبيعاتيوجد عقد سنوى - تأمين إجتماعى - تأمين طبى خاص "" أفضل الشبكات الطبية ""سيتم عمل مقابلات والتعيين فى أقرب وقت ممكن. - سنة- 3 سنوات خبرة - مؤهل عالي - تسويق ومبيعات",forsana,235835,True
12880,مهندسين دواجن تسمين - مديرين مزارع (شرط الخبرة) - العاشر من رمضان - الشرقية,· متابعة تنفيذ خطة العمل وإبلاغ التعليمات الصادرة من رئيسه المباشر إلى العمال. · متابعة الحالة الصحية للقطيع.· متابعة نظافة العنابر التابعة له.. متابعة جمع وتحميل الإنتاج اليومي. · متابعة الفني أثناء إجراء الإصلاحات والأعطال الموجودة بالعنابر. · متابعة العمل أثناء القيام بالمعاملات البيطرية. · متابعة العلف والمياه بالعنابر. · الإشراف على جمع النافق. · ما يسند إليه من أعمال أخرى مماثلة. - 3- 15 سنة خبرة - مؤهل عالي - عمارة وهندسة,forsana,235834,True
12881,عمال أنتاج - جسر السويس - القاهرة,عمال أنتاج زجاج ذكور - ويفضل من القاهرة بجوار العملشركة توب جلاس للزجاج/ جسرالسويس محطة المصانعأمام شبراوى عمارات الفاروقية - شارع روكى - سنتان- 5 سنوات خبرة - ثانوية فنية نظام ٣ سنوات (متوسط) - حرف,forsana,235833,True
12882,خدمة عملاء - أسيوط الجديدة - اسيوط,متاح دوام كلي او جزئي - لا يشترط خبرة - مؤهل عالي - تسويق ومبيعات,forsana,235832,True
12883,عمال نظافة (ذكور) - جسر السويس - القاهرة,عمال نظافة للعمل بشركة زجاج توب جلاسجسر السويس - محطة المصانع أمام شبراوى وعمارات الفاروقيةشارع روكى - لا يشترط خبرة - ابتدائية - خدمات,forsana,235831,True
12884,مسئولة مبيعات وتسويق - مصر الجديدة - القاهرة,مسئولة تسويق ومبيعات للعمل بشركة دعاية وإعلان بمصر الجديدة - يشترط مؤهل عالي و يفضل خبرة في مجال العمل - مرتب مجزي + امتيازات اخري - سنتان- 3 سنوات خبرة - مؤهل عالي - تسويق ومبيعات,forsana,235829,True
12885,موظف إداري - المهندسين - الجيزة,- موظف إداري لديه خبرة بالأعمال الإدارية وأعمال المتابعة. - قادر على العمل تحت ضغط. - متوفر مرتبات اساسية (الراتب حسب الخبرة). - يوجد بدل وقت إضافي. - 3 سنوات خبرة على الأقل - مؤهل عالي - اعمال ادارية,forsana,235828,True
12886,دليفري (يشترط خبرة) (يمتلك دراجة نارية) - العجوزة - الجيزة,الشروط: لديه دراجه نارية. من ساكني القاهرة الكبرى. - سنة خبرة على الأقل - يجيد القراءة والكتابة بلا شهادة - قيادة وتوصيل,forsana,235826,True
12887,امين مخزن (خبرة بالشركات الصناعية) - مدينة العبور - القليوبية,- مطلوب لشركة كبيرة لوسائل النقل الخفيف بالعبور. - أمناء مخازن خبرة بالشركات الصناعية - يشترط سنتان خبرة علي الاقلمزايا العمل -: اجور مجزيه - حافز إنتظام - تأمين طبي خاص - تأمين إجتماعي - أجازات رسميه - أجازات سنوية - سيارات لنقل العاملين - الراحه الاسبوعيه يوم الجمعه.- العمل اليومي ساعات من الساعه صباحا حتي الساعه 4 مساءا- لا يوجد سكن للمغتربين - سنتان خبرة على الأقل - مؤهل عالي - اعمال ادارية,forsana,235824,True
12888,سائق ربع نقل( رخصة ثالثه علي الاقل ) مدينه بدر - السلام - القاهرة,المؤهلات والخبرات- ثانوية عامة او مؤهل عالي رخصه مهنية درجة ثالثة علي الاقل- مهارة في القيادة وخبرة في التعامل مع السياراتالواجبات والمسؤوليات- قيادة المركبات لتنفيذ المهام التي توكل إليه وعدم تجاوز حدود السرعة ومراعاة الشواخص التحذيرية وتطبيق تعليمات السلامة على الطرق.- تسجيل المهام التي يقوم بها والمسافات التي يقطعها في السجل الخاص- تفقد عناصر دورة التبريد لمحرك مركبات المركز والتأكد من مستوى الماء والزيت وحالة الإطارات بما فيها الإطار الاحتياطي ومستوى ضغط الهواء فيها والتأكد من وجود طفاية صالحة وعاكسة ورافعة السيارة والعدة المخصصة لمركبته والعدد المخصصة لمهام الطاقم الفني المتواجد مع بالسيارة.- إبلاغ المسؤول المباشر عن أي خلل في السيارة التي يقودها- المحافظة على المظهر العام .- الالتزام بحمل رخصة السوق الخاصة به سارية المفعول باستمرار . - سنتان- 5 سنوات خبرة - ثانوي عام / أزهري - قيادة وتوصيل,forsana,235823,True
12889,حداد و لحام كهرباء (مدينة بدر) - السلام - القاهرة,- حداد كريتال وبراد او خراط ويجيد اللحام.- العمل بمصنع شاشات ليد بمدينه بدر. - يشترط خبرة لا تقل عن 3 سنوات. - يشترط من سكان مدينه بدر او العاشر من رمضان او الاماكن القريبه منها. - يفضل من لديه خبره في عمل إستاندات الدعاية والاعلان علي الطرق. - 3- 5 سنوات خبرة - ثانوية فنية نظام ٣ سنوات (متوسط) - حرف,forsana,235822,True
12890,فنيين (تركيب و صيانة شاشات الليد الدعائية) - مدينه بدر - السلام - القاهرة,- مجال الشركة: صناعة وتوريد وتركيب الشاشات الليد الاعلانية العملاقة - يفضل الخبرة السابقة فى نفس المجال.- نقبل الخبرة السابقة فى اى مجال من مجالات الكهرباء (باور/ كنترول/ PLC) أو صيانة الالكترونيات.- يمكن لمساعدين الفنيين التقدم فى حالة توافر الشروط السابقة.- يشترط خبرة سابقة كفنى او كمساعد فنى (سنة على الاقل).- يفضل لديه رخصه قياده درجه تالته على الاقل . - سنتان- 5 سنوات خبرة - ثانوية فنية نظام ٣ سنوات (متوسط) - حرف,forsana,235821,True
12891,مندوب مبيعات جمله - تجزئة (مواد غذائية) - الجيزة - الجيزة,مناديب مبيعات جمله - تجزئة من مناطق القاهره و الجيزه- خبرة بداية من سنه في مجال الاغذيه- مرتب اساسي + عمولة- تامينات اجتماعيه و صحيه من اول يوم عمل- زيادات سنوية - سنة خبرة على الأقل - ثانوية فنية نظام ٣ سنوات (متوسط) - تسويق ومبيعات,forsana,235819,True
12892,سائق (رخصة درجة ثانية) - المعادى - القاهرة,سائق رخصه تانيه لمستشفى السلام الدولي - 3 سنوات خبرة على الأكثر - ثانوية فنية نظام ٣ سنوات (متوسط) - قيادة وتوصيل,forsana,235818,True
12893,سائق رخصة درجة ثانية - القاهرة - مدينة العبور - القاهرة,العمل 9 ساعات.شركة تعمل بمجال الاغذية - لا يشترط خبرة - يجيد القراءة والكتابة بلا شهادة - قيادة وتوصيل,forsana,235817,True
12894,مهندس جودة - صناعة بوتاجازات - الصالحية الجديدة - الشرقية,Quality Control & Assurance ISO 90011.الإشراف على مفتشي جودة تجميع البوتاجاز وتوجيههم لتحقيق أهداف الجودة.2. تقييم جودة أجهزة البوتاجازات على أساس المواصفات القياسية للشركة.3. قبول ورفض الإنتاج اليومي.4. التأكد من صلاحية البوتاجازات عن طريق الفحص أو المختبر.5. التأكد من توافر معايير الفحص لجميع البوتاجازات (المواصفات - الرسم - أوراق الفحص).6. استخدم أدوات التحكم في العملية الإحصائية لمراقبة جودة البوتاجازات المُنتجة والتحكم فيها.7. تحديد وتخصيص احتياجات أدوات / أدوات القياس للوفاء بمتطلبات الفحص والاختبار. . التأكد من صلاحية وملاءمة أدوات / أدوات القياس المستخدمة من خلال التأكد من دقتها وحالة المعايرة.9. تقديم التقارير بانتظام إلى مدير الجودة لمراقبة أداء خط التجميع.الخبرات والمهارات المطلوبة:• شرط أساسي : إلمام كامل بمعايير الجودة طبقا لمواصفات ومقاييس شهادة الأيزو ISO 9001:2015 - ISO 45001:201 • إحترافية في عمل التقارير اللازمة.• القدرة على التعلم والتحلي بروح الفريق. - سنتان- 7 سنوات خبرة - مؤهل عالي - عمارة وهندسة,forsana,235816,True
12895,مسؤول حركة - الصالحية الجديدة - الشرقية,إلمام تام بمراقبة تنظيم خطوط سير وحركة وصيانة المركبات وتسكين الموظفين بخطوط السير الخاصة بهم حسب موقعهم الجغرافي. إلمام تام بسياسة التعامل مع السائقين والفنيين ومتابعة أعمالهم بشكل يومي. إصدار التقارير اللازمة بحركة وتشغيل المركبات. إجراء المقابلات الشخصية والفنية مع السائقين لاتمام عملية الاختيار والتعيين. المهارات المطلوبة: يجب أن يكون المتقدم للوظيفة من محافظة الشرقية فقط ولن يلتفت الى اي طلبات من محافظات اخرى. إلمام تام بجميع مناطق محافظة الشرقية وضواحيها. - 5- 10 سنوات خبرة - مؤهل عالي - قيادة وتوصيل,forsana,235814,True
12896,مسئولة اعمال إدارية وسكرتارية (إناث) - مدينة نصر - القاهرة,- العمل بشركه استيراد وتصدير بمدينه نصر.- يشترط حسن المظهر واللباقة في التحديث. - لا يشترط خبرة - مؤهل عالي - اعمال ادارية,forsana,235813,True
12897,مساعد صيدلي - سانت كاترين - جنوب سيناء,- توفير سكن - أجازات مدفوعة الأجر للمغتربين - مواصلات للقاهرة- تأمينات إجتماعية - سنتان خبرة على الأكثر - ثانوية فنية نظام ٣ سنوات (متوسط) - طب وصيدلة,forsana,235809,True
12898,فني ميكانيكا سيارات بنزين - المقطم - القاهرة,- فنيين ميكانيكا و تغيير زيوت العمل بمحطة تغير زيت موبيل للعمل في شركة سمارت باور يشترط خبرة سنة علي الاقل في مجال الميكانيكا مؤهل متوسط او دبلوم يشترط الخبرةيجيد القراءة والكتابة (ولايشترط مؤهل معين) حسن المظهر موقف محدد من التجنيد يشترط قرب السكن من مناطق مدينة نصر او حلوان او المقطم السن من 22 الي 35 مرتبات مجزية تامين اجتماعي من اول يوم عمل +تامين طبي - سنة- سنة خبرة - ثانوية فنية نظام ٣ سنوات (متوسط) - صناعة وزراعة,forsana,235808,True
12899,مندوب مبيعات و تسويق ( المملكة العربية السعودية ).. - 15 مايو - القاهرة,1. لديه خبرة فى مجال الحديد و الاستيل و الالمونتال .2. يفضل خبرة فى مجال التسويق الخارجي ومبيعات المشروعات خاصة فى نفس المجال .3. يفضل من لديه الخبرة فى دول الخليج خاصة ( المملكة العربية السعودية ).4 . قادر على تسويق منتجات المصنع لشركات المقاولات .5. لديه القدرة على التفاوض و التعامل مع مهندسي المواقع الانشائية و مديري المشتريات .6.اعداد و تقديم التقارير المطلوبه لمدير المبيعات و التسويق . - 5- 9 سنوات خبرة - ثانوية فنية نظام ٣ سنوات (متوسط) - تسويق ومبيعات,forsana,235805,True
12900,مهندس دعم فنى (it) - طنطا - الغربية,"A technical support engineer is required to work with us, specializing in networks, with practical experience of not less than two years, and has distinctive personal characteristics.. - سنتان خبرة على الأقل - مؤهل عالي - تكنولوجيا معلومات واتصالات",forsana,235803,True
12901,محاسب - العجوزة - الجيزة,- سنة- 3 سنوات خبرة - مؤهل عالي - مالية وقانونية,forsana,235799,True
12902,كاشير (ذكور) - 15 مايو - القاهرة,- 3 سنوات خبرة على الأكثر - مؤهل عالي - تسويق ومبيعات,forsana,235794,True
12903,ويتر (ذكور) - مدينة نصر - القاهرة,الشروط :1- التفرغ التام 2- الحصول على مؤهل (متوسط وما فوق )3- خبرة لا تقل عن 6 أشهر على الأقل 4- حسن المظهر 5-قرب مكان السكن ( غير مغترب )6- الإستمرارية في العمل - 3 سنوات خبرة على الأكثر - ثانوية فنية نظام ٣ سنوات (متوسط) - سياحة وضيافة,forsana,235790,True
12904,شيف سندوتشات - السادس من اكتوبر - الجيزة,- 3- 5 سنوات خبرة - مؤهل عالي - سياحة وضيافة,forsana,235789,True
12905,مندوب مبيعات تجزئه (ذكور) - مواد غذائية - السادس من اكتوبر - الجيزة,مندوب مبيعات تجزئه مواد غذائيهالسن من 20 الي 25 سنه يشترط السكن في مدينه 6 اكتوبر مؤهل متوسط - سنتان- 4 سنوات خبرة - ثانوية فنية نظام ٣ سنوات (متوسط) - تسويق ومبيعات,forsana,235788,True
12906,مندوب مشتريات - مصر الجديدة - القاهرة,مندوب مشتريات لشركه je-x للملابس الجاهزه مواعيد العمل 10 الي 7 مساءا يوم اجازه اسبوعيه مقر العمل مصر الجديده - سنة- 3 سنوات خبرة - مؤهل عالي - تسويق ومبيعات,forsana,235786,True
12907,مراقب جودة - 6 أكتوبر - السادس من اكتوبر - الجيزة,العمل على فحص المنتج والتأكد من مطابقته للمعايير المطلوبةوضع خطط وطرق اختبار المنتجات للتأكد من جودتهامعاينة المشاكل والأخطاء بالمنتجات ومعرفة الأسباب ومحاولة إيجاد الحلولإرسال تقارير بكافة المشاكل التي تواجهها المنتجات لمدير القسمإعداد التوصيات بالبرامج التدريبية المطلوبة للعاملين المتسببين في خفض جودة المنتجإرسال الاقتراحات التي من شأنها رفع مستوى الجودة للمنتجات - لا يشترط خبرة - مؤهل عالي - صناعة وزراعة,forsana,235785,True
12908,مهندس انتاج - وادى النطرون - البحيرة,- 5- 10 سنوات خبرة - مؤهل عالي - عمارة وهندسة,forsana,235784,True
12909,خدمة عملاء - المهندسين - الجيزة,المهام المطلوبة: إدارة كميات كبيرة من المكالمات الواردة والصادرة في الوقت المناسب. اتباع سيناريو النصوص والتعليمات المخصصة للمكالمات. تحديد احتياجات العملاء وتوضيح المعلومات وتوفير الحلول أو البدائل المتاحة. تقديم عروض تسويقية لمنتجات وخدمات المؤسسة عن اتاحة الفرصة لذلك. بناء علاقات مستدامة مع العملاء من خلال الحصول على بيانات اضافيه مثل (بريد الكتروني، او رقم هاتف آخر) الاحتفاظ بسجلات لجميع المحادثات في قاعدة بيانات مركز الاتصال لدينا بطريقة مفهومة حضور التدريبات التعليمية بشكل مستمر لتحسين مستوى الخدمة والأداء. متابعة إجراءات تحقيق الأهداف الخاصة بقسم خدمة العملاء. - سنتان- 5 سنوات خبرة - مؤهل عالي - تسويق ومبيعات,forsana,235783,True
12910,مندوب توصيل (يشترط امتلاك دراجة نارية) - المهندسين - الجيزة,مندوبين شحن وتوصيل يشترط امتلاك دراجة نارية.*المميزات-راتب مجزى. -متوسط دخل شهري 4500 - 6200.-تأمينات صحيه واجتماعيه .-9 ساعات عمل.- يوم اجازه اسبوعية.المناطق المطلوبة المعادى - اكتوبر- حلوان - الشروق - مدينة نصر - مدينتى -شبرا- جسر السويس- التجمعات - لا يشترط خبرة - ثانوية فنية نظام ٣ سنوات (متوسط) - قيادة وتوصيل,forsana,235782,True
12911,رئيس حسابات (خبرة مطاعم فاست فوود ) - الشيخ زايد - الجيزة,FMGG Naqsh company is hiring immediately Chief Accountant in Sheikh ZayedRequirementsExperience From 10-5 years in F&B(must)Males onlyMaximum age 40 yearsLocation: October or Sheikh Zayed residence preferBenefitsCompetitive Salary Social and Medical insurance2 day offThere is available meal - 5- 10 سنوات خبرة - مؤهل عالي - مالية وقانونية,forsana,235781,True
12912,مدير فرع في مجال صيانة السيارات - المعادى - القاهرة,- مدير فرع للعمل في شركة سمارت باور تعمل في مجال صيانة السيارات مؤهل عالي يشترط خبرة سنة علي الاقل في مجال السيارات و الصيانات فقطيتشرط ان يكون لدية خبرة في مجال السيارات فقط يشترط الخبرة في ادارة الفروع و القدرة علي حل المشاكل و التعامل مع العملاء موقف محدد من التجنيد حسن المظهرالسن من 25 الي 35 تامين اجتماعي +تامين طبي - سنة- سنتان خبرة - مؤهل عالي - اعمال ادارية,forsana,235780,True
12913,عامل بوفيه - السادس من اكتوبر - الجيزة,المهام المطلوبة: القيام بأعمال إعداد تقديم المشروبات الخاصة بأفراد العمل داخل مكتب الإدارة و كذلك ضيوف و زوار الإدارة العليا. الحفاظ على و صيانة و تنظيف البوفيه و جميع الأدوات و الخامات و المعدات الموجودة داخل البوفيه. تنفيذ جميع المهام التى يكلفه بها أعضاء مكتب الإدارة العليا و التى تخص عمله. تحرير طلب شراء الأدوات و الخامات و تسليمه لمدير المكتب. - لا يشترط خبرة - يجيد القراءة والكتابة بلا شهادة - خدمات,forsana,235779,True
12914,مسئول مبيعات داخلية - المعادى - القاهرة,》شروط التعين :-- ذكور فقط .- يفضل خبره سنه على الاقل فى مجال الملابس الرجالى .- السن من (٢٠ الى ٣٥ ) سنه .- المؤهل متوسط او مؤهل عالى .- فرص للترقيات نظرا للتوسع الدائم .》المرتب :- يتم تحديده بناء على المقابله وخبره المرشحين + عموله بيع شهرى + يومى . - سنة خبرة على الأقل - ثانوية فنية نظام ٣ سنوات (متوسط) - تسويق ومبيعات,forsana,235778,True
12915,مشرف مبيعات خارجية (يشترط إمتلاك سيارة خاصة) (أسيوط) - أسيوط الجديدة - اسيوط,- مجال الشركة الدهانات 1. ترويج منتجات الشركة إلى العملاء الحاليين وجذب عملاء جدد.2. معرفة كافة المعلومات المتعلقة بالمنتجات وتقديم شرح وافٍ عنها للعملاء.3. الحصول على طلبات الشراء من العملاء.4. التأكد من رضا الزبائن عن المنتجات والخدمات المقدمة.5. التواصل الدائم مع الزبون والتعامل الجيد وتقديم المنتج بأفضل الطرق.6. تغطية كافة الزبائن على امتداد المنطقة الجغرافية التي يعمل بها المندوب.7. تحصيل مستحقات الشركة ومتابعة الديون عند العملاء دون تأخير. . تقديم تقارير منتظمة عن المنافسة في السوق من حيث الأسعار والعروض والمنتجات الجديدة والدعاية والإعلان، أو توقف بعض الزبائن عن التعامل مع منتجات الشركة.- يشترط وجود خبرة كمشرف مبيعات. - 3 سنوات خبرة على الأقل - مؤهل عالي - تسويق ومبيعات,forsana,235777,True
12916,مندوب تسليم و توزيع (الجيزة) - الجيزة - الجيزة,- سنة- سنتان خبرة - مؤهل عالي - قيادة وتوصيل,forsana,235776,True
12917,مراقب جودة انتاج - السادس من اكتوبر - الجيزة,يفضل خبرة فى مجال البولى ايثيلين او التعبئة و التغليف أو البولى بروبلين او البلاستيك او البوليستر .خبرة على الأقل سنتين .يشترط ان يكون المتقدم من سكان القاهرة - الجيزة - القليوبية . - سنتان خبرة على الأقل - ثانوية فنية نظام ٣ سنوات (متوسط) - صناعة وزراعة,forsana,235771,True
12918,سيلز مبيعات خارجيه لشبكة فودافون - طنطا - الغربية,مبيعات خارجية _ شركة فودافون- مندوبي مبيعات للعمل في مجال تسويق الخطوط البيزنس مع الشركات الخاصة داخل محافظة الغربية⭐مميزات:- خط تليفون مفتوح- تامينات اجتماعية -تامينات طبيه-مرتب٤٣٠٠ ج (٢١٥٠ثابت+٢١٥٠تارجت)-عمولة في حاله التحقيق اعلي من التارجت المطلوب - سنة- 5 سنوات خبرة - مؤهل عالي - تسويق ومبيعات,forsana,234872,True
12919,مسئول تسويق الكتروني - القاهرة الجديدة - القاهرة,العمل بشركة عقارية مالكة بالتجمع الخامس. يفضل من له خبره ب google ads and analytics. يفضل من له خبره بالتعامل مع seo. العمل متاح كداوم جزئي او دوام كامل. متوفر راتب اساسي و عمولات. - سنة- 5 سنوات خبرة - مؤهل عالي - تسويق ومبيعات,forsana,235770,True
12920,بائع (مبيعات داخلية) - السادس من اكتوبر - الجيزة,1.يرتب المنتجات والبضائع وفقا للمخطط التسويقى بهدف زيادة المبيعات 2.يستقبل العملاء بطريقة تليق بشركة العبد بهدف زيادة رضاء العميل ، وتحقيق ربح للشركة3.يتلقى طلبات العملاء وتعبئة الاصناف المطلوبة سواء منتجات اوبضائع بهدف تحقيق المستهدف البيعى سواء للفرد او الفريق4.يقوم بتعريف العملاء على المنتجات او البضائع الجديدة و المختلفة بهدف زيادة المستهدف البيعى - 3 سنوات خبرة على الأكثر - ثانوية فنية نظام ٣ سنوات (متوسط) - تسويق ومبيعات,forsana,235766,True
12921,بائع (مبيعات داخلية) - جسر السويس - القاهرة,1.يرتب المنتجات والبضائع وفقا للمخطط التسويقى بهدف زيادة المبيعات 2.يستقبل العملاء بطريقة تليق بشركة العبد بهدف زيادة رضاء العميل ، وتحقيق ربح للشركة3.يتلقى طلبات العملاء وتعبئة الاصناف المطلوبة سواء منتجات اوبضائع بهدف تحقيق المستهدف البيعى سواء للفرد او الفريق4.يقوم بتعريف العملاء على المنتجات او البضائع الجديدة و المختلفة بهدف زيادة المستهدف البيعى - 3 سنوات خبرة على الأكثر - ثانوية فنية نظام ٣ سنوات (متوسط) - تسويق ومبيعات,forsana,235765,True
12922,كيميائي مراقبة جودة - خبره دهانات - شبرا الخيمة - القليوبية,يشترط خبره فى مجال الدهانات التعاون مع قسم الابحاث والتطوير فى التأكد من اتباع العاملين لتعليمات التشغيل المثلى. أخذ عينة قياسية من قسم الابحاث والتطوير وحفظها لقياس عينات الانتاج. العمل على فحص المنتج والتأكد من مطابقته للمعايير المطلوبة وضع خطط وطرق اختبار المنتجات للتأكد من جودتها تحليل العينات من مراحل الانتاج المختلفة والتأكد من مطابقتها للعينة القياسية. معاينة المشاكل والأخطاء بالمنتجات ومعرفة الأسباب ومحاولة إيجاد الحلول إرسال تقارير بكافة المشاكل التي تواجهها المنتجات لمدير القسم إعداد التوصيات بالبرامج التدريبية المطلوبة للعاملين المتسببين في خفض جودة المنتج إرسال الاقتراحات التي من شأنها رفع مستوى الجودة للمنتجات - سنتان خبرة على الأقل - مؤهل عالي - طب وصيدلة,forsana,235764,True
12923,مسئولين مبيعات خارجية (خبره بمجال الاجهزة المنزلية) - المنصورة - الدقهلية,- مسئولين مبيعات تجارى. - خبره فى مجال الاجهزة المنزلية. - يفضل وجود سيارة. - سنتان- 15 سنة خبرة - مؤهل عالي - تسويق ومبيعات,forsana,235762,True
12924,مسئولين مبيعات خارجية (خبره بمجال الاجهزة المنزلية) - شبين الكوم - المنوفية,- مسئولين مبيعات تجارى. - خبره فى مجال الاجهزة المنزلية. - يفضل وجود سيارة. - سنتان- 15 سنة خبرة - مؤهل عالي - تسويق ومبيعات,forsana,235761,True
12925,ممرضات بكالوريوس تمريض - الجيزة - الجيزة,- ممرضات أخصائي تمريض بكالوريوس ومعهم تصنيف أو برومترك للعمل بالسعودية بمجمع طبى مرموق والسفر في اقرب وقت - راتب ٥٠٠٠ ريال - 4- 4 سنوات خبرة - ثانوية فنية نظام ٣ سنوات (متوسط) - طب وصيدلة,forsana,235464,True
